Id,Name,DisplayName,Description,Type,Category,Price,Edibility,IsDrink,SpriteIndex,CanBeGivenAsGift,CanBeTrashed,ExcludeFromShippingCollection,ContextTags
557,Petrified Slime,[LocalizedText Strings\Objects:PetrifiedSlime_Name],[LocalizedText Strings\Objects:PetrifiedSlime_Description],Minerals,-12,120,-300,False,557,True,True,False,"color_green,slime_item"
558,Thunder Egg,[LocalizedText Strings\Objects:ThunderEgg_Name],[LocalizedText Strings\Objects:ThunderEgg_Description],Minerals,-12,100,-300,False,558,True,True,False,color_dark_purple
559,Pyrite,[LocalizedText Strings\Objects:Pyrite_Name],[LocalizedText Strings\Objects:Pyrite_Description],Minerals,-12,120,-300,False,559,True,True,False,color_gold
560,Ocean Stone,[LocalizedText Strings\Objects:OceanStone_Name],[LocalizedText Strings\Objects:OceanStone_Description],Minerals,-12,220,-300,False,560,True,True,False,color_green
561,Ghost Crystal,[LocalizedText Strings\Objects:GhostCrystal_Name],[LocalizedText Strings\Objects:GhostCrystal_Description],Minerals,-12,200,-300,False,561,True,True,False,color_gray
562,Tigerseye,[LocalizedText Strings\Objects:Tigerseye_Name],[LocalizedText Strings\Objects:Tigerseye_Description],Minerals,-12,275,-300,False,562,True,True,False,color_orange
563,Jasper,[LocalizedText Strings\Objects:Jasper_Name],[LocalizedText Strings\Objects:Jasper_Description],Minerals,-12,150,-300,False,563,True,True,False,color_red
564,Opal,[LocalizedText Strings\Objects:Opal_Name],[LocalizedText Strings\Objects:Opal_Description],Minerals,-12,150,-300,False,564,True,True,False,color_light_cyan
565,Fire Opal,[LocalizedText Strings\Objects:FireOpal_Name],[LocalizedText Strings\Objects:FireOpal_Description],Minerals,-12,350,-300,False,565,True,True,False,color_dark_purple
566,Celestine,[LocalizedText Strings\Objects:Celestine_Name],[LocalizedText Strings\Objects:Celestine_Description],Minerals,-12,125,-300,False,566,True,True,False,color_iron
567,Marble,[LocalizedText Strings\Objects:Marble_Name],[LocalizedText Strings\Objects:Marble_Description],Minerals,-12,110,-300,False,567,True,True,False,color_gray
568,Sandstone,[LocalizedText Strings\Objects:Sandstone_Name],[LocalizedText Strings\Objects:Sandstone_Description],Minerals,-12,60,-300,False,568,True,True,False,color_sand
569,Granite,[LocalizedText Strings\Objects:Granite_Name],[LocalizedText Strings\Objects:Granite_Description],Minerals,-12,75,-300,False,569,True,True,False,color_gray
570,Basalt,[LocalizedText Strings\Objects:Basalt_Name],[LocalizedText Strings\Objects:Basalt_Description],Minerals,-12,175,-300,False,570,True,True,False,color_gray
571,Limestone,[LocalizedText Strings\Objects:Limestone_Name],[LocalizedText Strings\Objects:Limestone_Description],Minerals,-12,15,-300,False,571,True,True,False,color_gray
572,Soapstone,[LocalizedText Strings\Objects:Soapstone_Name],[LocalizedText Strings\Objects:Soapstone_Description],Minerals,-12,120,-300,False,572,True,True,False,color_white
573,Hematite,[LocalizedText Strings\Objects:Hematite_Name],[LocalizedText Strings\Objects:Hematite_Description],Minerals,-12,150,-300,False,573,True,True,False,color_copper
574,Mudstone,[LocalizedText Strings\Objects:Mudstone_Name],[LocalizedText Strings\Objects:Mudstone_Description],Minerals,-12,25,-300,False,574,True,True,False,color_brown
575,Obsidian,[LocalizedText Strings\Objects:Obsidian_Name],[LocalizedText Strings\Objects:Obsidian_Description],Minerals,-12,200,-300,False,575,True,True,False,color_black
576,Slate,[LocalizedText Strings\Objects:Slate_Name],[LocalizedText Strings\Objects:Slate_Description],Minerals,-12,85,-300,False,576,True,True,False,color_gray
577,Fairy Stone,[LocalizedText Strings\Objects:FairyStone_Name],[LocalizedText Strings\Objects:FairyStone_Description],Minerals,-12,250,-300,False,577,True,True,False,color_purple
578,Star Shards,[LocalizedText Strings\Objects:StarShards_Name],[LocalizedText Strings\Objects:StarShards_Description],Minerals,-12,500,-300,False,578,True,True,False,color_pink
579,Prehistoric Scapula,[LocalizedText Strings\Objects:PrehistoricScapula_Name],[LocalizedText Strings\Objects:PrehistoricScapula_Description],Arch,0,100,-300,False,579,True,True,False,"bone_item,color_white,prehistoric_item"
580,Prehistoric Tibia,[LocalizedText Strings\Objects:PrehistoricTibia_Name],[LocalizedText Strings\Objects:PrehistoricTibia_Description],Arch,0,100,-300,False,580,True,True,False,"bone_item,color_white,prehistoric_item"
581,Prehistoric Skull,[LocalizedText Strings\Objects:PrehistoricSkull_Name],[LocalizedText Strings\Objects:PrehistoricSkull_Description],Arch,0,100,-300,False,581,True,True,False,"bone_item,color_white,prehistoric_item"
582,Skeletal Hand,[LocalizedText Strings\Objects:SkeletalHand_Name],[LocalizedText Strings\Objects:SkeletalHand_Description],Arch,0,100,-300,False,582,True,True,False,"bone_item,color_white,prehistoric_item"
583,Prehistoric Rib,[LocalizedText Strings\Objects:PrehistoricRib_Name],[LocalizedText Strings\Objects:PrehistoricRib_Description],Arch,0,100,-300,False,583,True,True,False,"bone_item,color_white,prehistoric_item"
584,Prehistoric Vertebra,[LocalizedText Strings\Objects:PrehistoricVertebra_Name],[LocalizedText Strings\Objects:PrehistoricVertebra_Description],Arch,0,100,-300,False,584,True,True,False,"bone_item,color_white,prehistoric_item"
585,Skeletal Tail,[LocalizedText Strings\Objects:SkeletalTail_Name],[LocalizedText Strings\Objects:SkeletalTail_Description],Arch,0,100,-300,False,585,True,True,False,"bone_item,color_white,prehistoric_item"
586,Nautilus Fossil,[LocalizedText Strings\Objects:NautilusFossil_Name],[LocalizedText Strings\Objects:NautilusFossil_Description],Arch,0,80,-300,False,586,True,True,False,"bone_item,color_white,fossil_item,marine_item,prehistoric_item"
587,Amphibian Fossil,[LocalizedText Strings\Objects:AmphibianFossil_Name],[LocalizedText Strings\Objects:AmphibianFossil_Description],Arch,0,150,-300,False,587,True,True,False,"bone_item,color_white,fossil_item,marine_item,prehistoric_item"
588,Palm Fossil,[LocalizedText Strings\Objects:PalmFossil_Name],[LocalizedText Strings\Objects:PalmFossil_Description],Arch,0,100,-300,False,588,True,True,False,"bone_item,color_white,fossil_item"
589,Trilobite,[LocalizedText Strings\Objects:Trilobite_Name],[LocalizedText Strings\Objects:Trilobite_Description],Arch,0,50,-300,False,589,True,True,False,"bone_item,color_white,fossil_item"
590,Artifact Spot,[LocalizedText Strings\Objects:ArtifactSpot_Name],[LocalizedText Strings\Objects:ArtifactSpot_Description],asdf,0,0,-300,False,590,True,True,False,
591,Tulip,[LocalizedText Strings\Objects:Tulip_Name],[LocalizedText Strings\Objects:Tulip_Description],Basic,-80,30,18,False,591,True,True,False,"color_red,dye_medium,flower_item,season_spring"
593,Summer Spangle,[LocalizedText Strings\Objects:SummerSpangle_Name],[LocalizedText Strings\Objects:SummerSpangle_Description],Basic,-80,90,18,False,593,True,True,False,"color_yellow,dye_medium,flower_item,season_summer"
595,Fairy Rose,[LocalizedText Strings\Objects:FairyRose_Name],[LocalizedText Strings\Objects:FairyRose_Description],Basic,-80,290,18,False,595,True,True,False,"color_pink,dye_medium,flower_item,season_fall"
597,Blue Jazz,[LocalizedText Strings\Objects:BlueJazz_Name],[LocalizedText Strings\Objects:BlueJazz_Description],Basic,-80,50,18,False,597,True,True,False,"color_blue,dye_medium,flower_item,season_spring"
599,Sprinkler,[LocalizedText Strings\Objects:Sprinkler_Name],[LocalizedText Strings\Objects:Sprinkler_Description],Crafting,-8,100,-300,False,599,True,True,False,
604,Plum Pudding,[LocalizedText Strings\Objects:PlumPudding_Name],[LocalizedText Strings\Objects:PlumPudding_Description],Cooking,-7,260,70,False,604,True,True,False,"color_brown,food_sweet"
605,Artichoke Dip,[LocalizedText Strings\Objects:ArtichokeDip_Name],[LocalizedText Strings\Objects:ArtichokeDip_Description],Cooking,-7,210,40,False,605,True,True,False,color_white
606,Stir Fry,[LocalizedText Strings\Objects:StirFry_Name],[LocalizedText Strings\Objects:StirFry_Description],Cooking,-7,335,80,False,606,True,True,False,color_brown
607,Roasted Hazelnuts,[LocalizedText Strings\Objects:RoastedHazelnuts_Name],[LocalizedText Strings\Objects:RoastedHazelnuts_Description],Cooking,-7,270,70,False,607,True,True,False,color_dark_brown
608,Pumpkin Pie,[LocalizedText Strings\Objects:PumpkinPie_Name],[LocalizedText Strings\Objects:PumpkinPie_Description],Cooking,-7,385,90,False,608,True,True,False,"color_orange,food_bakery,food_sweet"
609,Radish Salad,[LocalizedText Strings\Objects:RadishSalad_Name],[LocalizedText Strings\Objects:RadishSalad_Description],Cooking,-7,300,80,False,609,True,True,False,"color_red,food_salad"
610,Fruit Salad,[LocalizedText Strings\Objects:FruitSalad_Name],[LocalizedText Strings\Objects:FruitSalad_Description],Cooking,-7,450,105,False,610,True,True,False,"color_yellow,food_salad"
611,Blackberry Cobbler,[LocalizedText Strings\Objects:BlackberryCobbler_Name],[LocalizedText Strings\Objects:BlackberryCobbler_Description],Cooking,-7,260,70,False,611,True,True,False,"color_dark_blue,food_bakery,food_sweet"
612,Cranberry Candy,[LocalizedText Strings\Objects:CranberryCandy_Name],[LocalizedText Strings\Objects:CranberryCandy_Description],Cooking,-7,175,50,True,612,True,True,False,"color_red,dye_strong,food_sweet"
613,Apple,[LocalizedText Strings\Objects:Apple_Name],[LocalizedText Strings\Objects:Apple_Description],Basic,-79,100,15,False,613,True,True,False,"color_red,fruit_item,fruit_tree_item"
614,Green Tea,[LocalizedText Strings\Objects:GreenTea_Name],[LocalizedText Strings\Objects:GreenTea_Description],Basic,-26,100,5,True,614,True,True,False,color_green
618,Bruschetta,[LocalizedText Strings\Objects:Bruschetta_Name],[LocalizedText Strings\Objects:Bruschetta_Description],Cooking,-7,210,45,False,618,True,True,False,"color_red,food_pasta"
621,Quality Sprinkler,[LocalizedText Strings\Objects:QualitySprinkler_Name],[LocalizedText Strings\Objects:QualitySprinkler_Description],Crafting,-8,450,-300,False,621,True,True,False,
628,Cherry Sapling,[LocalizedText Strings\Objects:CherrySapling_Name],[LocalizedText Strings\Objects:CherrySapling_Description],Basic,-74,850,-300,False,628,True,True,False,
629,Apricot Sapling,[LocalizedText Strings\Objects:ApricotSapling_Name],[LocalizedText Strings\Objects:ApricotSapling_Description],Basic,-74,500,-300,False,629,True,True,False,
630,Orange Sapling,[LocalizedText Strings\Objects:OrangeSapling_Name],[LocalizedText Strings\Objects:OrangeSapling_Description],Basic,-74,1000,-300,False,630,True,True,False,
631,Peach Sapling,[LocalizedText Strings\Objects:PeachSapling_Name],[LocalizedText Strings\Objects:PeachSapling_Description],Basic,-74,1500,-300,False,631,True,True,False,
632,Pomegranate Sapling,[LocalizedText Strings\Objects:PomegranateSapling_Name],[LocalizedText Strings\Objects:PomegranateSapling_Description],Basic,-74,1500,-300,False,632,True,True,False,
633,Apple Sapling,[LocalizedText Strings\Objects:AppleSapling_Name],[LocalizedText Strings\Objects:AppleSapling_Description],Basic,-74,1000,-300,False,633,True,True,False,
634,Apricot,[LocalizedText Strings\Objects:Apricot_Name],[LocalizedText Strings\Objects:Apricot_Description],Basic,-79,50,15,False,634,True,True,False,"color_orange,fruit_item,fruit_tree_item,season_spring"
635,Orange,[LocalizedText Strings\Objects:Orange_Name],[LocalizedText Strings\Objects:Orange_Description],Basic,-79,100,15,False,635,True,True,False,"color_orange,fruit_item,fruit_tree_item,season_summer"
636,Peach,[LocalizedText Strings\Objects:Peach_Name],[LocalizedText Strings\Objects:Peach_Description],Basic,-79,140,15,False,636,True,True,False,"color_pink,fruit_item,fruit_tree_item,season_summer"
637,Pomegranate,[LocalizedText Strings\Objects:Pomegranate_Name],[LocalizedText Strings\Objects:Pomegranate_Description],Basic,-79,140,15,False,637,True,True,False,"color_dark_pink,fruit_item,fruit_tree_item,season_fall"
638,Cherry,[LocalizedText Strings\Objects:Cherry_Name],[LocalizedText Strings\Objects:Cherry_Description],Basic,-79,80,15,False,638,True,True,False,"color_red,fruit_item,fruit_tree_item,season_spring"
645,Iridium Sprinkler,[LocalizedText Strings\Objects:IridiumSprinkler_Name],[LocalizedText Strings\Objects:IridiumSprinkler_Description],Crafting,-8,1000,-300,False,645,True,True,False,
648,Coleslaw,[LocalizedText Strings\Objects:Coleslaw_Name],[LocalizedText Strings\Objects:Coleslaw_Description],Cooking,-7,345,85,False,648,True,True,False,color_green
649,Fiddlehead Risotto,[LocalizedText Strings\Objects:FiddleheadRisotto_Name],[LocalizedText Strings\Objects:FiddleheadRisotto_Description],Cooking,-7,350,90,False,649,True,True,False,"color_green,food_pasta"
651,Poppyseed Muffin,[LocalizedText Strings\Objects:PoppyseedMuffin_Name],[LocalizedText Strings\Objects:PoppyseedMuffin_Description],Cooking,-7,250,60,False,651,True,True,False,"color_poppyseed,food_bakery,food_sweet"
668,Stone,[LocalizedText Strings\Objects:Stone_NodeWithCoal_Name],[LocalizedText Strings\Objects:Stone_NodeWithCoal_Description],Litter,-999,0,-300,False,668,True,True,False,
670,Stone,[LocalizedText Strings\Objects:Stone_NodeWithCoal_Name],[LocalizedText Strings\Objects:Stone_NodeWithCoal_Description],Litter,-999,0,-300,False,670,True,True,False,
674,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Description],Litter,-999,0,-300,False,674,True,True,False,
675,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Description],Litter,-999,0,-300,False,675,True,True,False,
676,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Description],Litter,-999,0,-300,False,676,True,True,False,
677,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Description],Litter,-999,0,-300,False,677,True,True,False,
678,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Description],Litter,-999,0,-300,False,678,True,True,False,
679,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Description],Litter,-999,0,-300,False,679,True,True,False,
680,Green Slime Egg,[LocalizedText Strings\Objects:GreenSlimeEgg_Name],[LocalizedText Strings\Objects:GreenSlimeEgg_Description],Basic,0,1000,-300,False,680,True,True,False,"color_green,slime_egg_item,slime_item,use_reverse_name_for_sorting"
681,Rain Totem,[LocalizedText Strings\Objects:RainTotem_Name],[LocalizedText Strings\Objects:RainTotem_Description],Crafting,0,20,-300,False,681,True,True,False,"color_brown,not_placeable,totem_item"
682,Mutant Carp,[LocalizedText Strings\Objects:MutantCarp_Name],[LocalizedText Strings\Objects:MutantCarp_Description],Fish,-4,1000,10,False,682,True,True,False,"color_green,fish_has_roe,fish_legendary"
684,Bug Meat,[LocalizedText Strings\Objects:BugMeat_Name],[LocalizedText Strings\Objects:BugMeat_Description],Basic,-28,8,-300,False,684,True,True,False,color_dark_pink
685,Bait,[LocalizedText Strings\Objects:Bait_Name],[LocalizedText Strings\Objects:Bait_Description],Basic,-21,1,-300,False,685,True,True,False,color_pink
686,Spinner,[LocalizedText Strings\Objects:Spinner_Name],[LocalizedText Strings\Objects:Spinner_Description],Basic,-22,250,-300,False,686,True,True,False,
687,Dressed Spinner,[LocalizedText Strings\Objects:DressedSpinner_Name],[LocalizedText Strings\Objects:DressedSpinner_Description],Basic,-22,500,-300,False,687,True,True,False,
688,Warp Totem: Farm,[LocalizedText Strings\Objects:WarpTotemFarm_Name],[LocalizedText Strings\Objects:WarpTotemFarm_Description],Crafting,0,20,-300,False,688,True,True,False,"color_brown,not_placeable,totem_item"
689,Warp Totem: Mountains,[LocalizedText Strings\Objects:WarpTotemMountains_Name],[LocalizedText Strings\Objects:WarpTotemMountains_Description],Crafting,0,20,-300,False,689,True,True,False,"color_brown,not_placeable,totem_item"
690,Warp Totem: Beach,[LocalizedText Strings\Objects:WarpTotemBeach_Name],[LocalizedText Strings\Objects:WarpTotemBeach_Description],Crafting,0,20,-300,False,690,True,True,False,"color_brown,not_placeable,totem_item"
691,Barbed Hook,[LocalizedText Strings\Objects:BarbedHook_Name],[LocalizedText Strings\Objects:BarbedHook_Description],Basic,-22,500,-300,False,691,True,True,False,
692,Lead Bobber,[LocalizedText Strings\Objects:LeadBobber_Name],[LocalizedText Strings\Objects:LeadBobber_Description],Basic,-22,150,-300,False,692,True,True,False,
693,Treasure Hunter,[LocalizedText Strings\Objects:TreasureHunter_Name],[LocalizedText Strings\Objects:TreasureHunter_Description],Basic,-22,250,-300,False,693,True,True,False,
694,Trap Bobber,[LocalizedText Strings\Objects:TrapBobber_Name],[LocalizedText Strings\Objects:TrapBobber_Description],Basic,-22,200,-300,False,694,True,True,False,
695,Cork Bobber,[LocalizedText Strings\Objects:CorkBobber_Name],[LocalizedText Strings\Objects:CorkBobber_Description],Basic,-22,250,-300,False,695,True,True,False,
698,Sturgeon,[LocalizedText Strings\Objects:Sturgeon_Name],[LocalizedText Strings\Objects:Sturgeon_Description],Fish,-4,200,10,False,698,True,True,False,"color_cyan,fish_has_roe,fish_lake,season_summer,season_winter"
699,Tiger Trout,[LocalizedText Strings\Objects:TigerTrout_Name],[LocalizedText Strings\Objects:TigerTrout_Description],Fish,-4,150,10,False,699,True,True,False,"color_brown,fish_has_roe,fish_river,season_fall,season_winter"
700,Bullhead,[LocalizedText Strings\Objects:Bullhead_Name],[LocalizedText Strings\Objects:Bullhead_Description],Fish,-4,75,10,False,700,True,True,False,"color_brown,fish_has_roe,fish_lake,season_all"
701,Tilapia,[LocalizedText Strings\Objects:Tilapia_Name],[LocalizedText Strings\Objects:Tilapia_Description],Fish,-4,75,10,False,701,True,True,False,"color_gray,fish_has_roe,fish_ocean,season_fall,season_summer"
702,Chub,[LocalizedText Strings\Objects:Chub_Name],[LocalizedText Strings\Objects:Chub_Description],Fish,-4,50,10,False,702,True,True,False,"color_gray,fish_has_roe,fish_lake,fish_river,season_all"
703,Magnet,[LocalizedText Strings\Objects:Magnet_Name],[LocalizedText Strings\Objects:Magnet_Description],Basic,-21,15,-300,False,703,True,True,False,
704,Dorado,[LocalizedText Strings\Objects:Dorado_Name],[LocalizedText Strings\Objects:Dorado_Description],Fish,-4,100,10,False,704,True,True,False,"color_orange,fish_carnivorous,fish_has_roe,fish_river,season_summer"
705,Albacore,[LocalizedText Strings\Objects:Albacore_Name],[LocalizedText Strings\Objects:Albacore_Description],Fish,-4,75,10,False,705,True,True,False,"color_blue,fish_has_roe,fish_ocean,season_fall,season_winter"
706,Shad,[LocalizedText Strings\Objects:Shad_Name],[LocalizedText Strings\Objects:Shad_Description],Fish,-4,60,10,False,706,True,True,False,"color_green,fish_has_roe,fish_river,season_fall,season_spring,season_summer"
707,Lingcod,[LocalizedText Strings\Objects:Lingcod_Name],[LocalizedText Strings\Objects:Lingcod_Description],Fish,-4,120,10,False,707,True,True,False,"color_brown,fish_carnivorous,fish_has_roe,fish_lake,fish_river,season_winter"
708,Halibut,[LocalizedText Strings\Objects:Halibut_Name],[LocalizedText Strings\Objects:Halibut_Description],Fish,-4,80,10,False,708,True,True,False,"color_dark_gray,fish_has_roe,fish_ocean,season_spring,season_summer,season_winter"
709,Hardwood,[LocalizedText Strings\Objects:Hardwood_Name],[LocalizedText Strings\Objects:Hardwood_Description],Basic,-16,15,-300,False,709,True,True,False,"color_brown,wood_item"
710,Crab Pot,[LocalizedText Strings\Objects:CrabPot_Name],[LocalizedText Strings\Objects:CrabPot_Description],Crafting,0,50,-300,False,710,True,True,False,color_brown
715,Lobster,[LocalizedText Strings\Objects:Lobster_Name],[LocalizedText Strings\Objects:Lobster_Description],Fish,-4,120,-300,False,715,True,True,False,"color_red,fish_crab_pot,fish_has_roe,fish_ocean"
716,Crayfish,[LocalizedText Strings\Objects:Crayfish_Name],[LocalizedText Strings\Objects:Crayfish_Description],Fish,-4,75,-300,False,716,True,True,False,"color_dark_gray,fish_crab_pot,fish_freshwater,fish_has_roe"
717,Crab,[LocalizedText Strings\Objects:Crab_Name],[LocalizedText Strings\Objects:Crab_Description],Fish,-4,100,-300,False,717,True,True,False,"color_red,fish_crab_pot,fish_has_roe,fish_ocean,fish_upright"
718,Cockle,[LocalizedText Strings\Objects:Cockle_Name],[LocalizedText Strings\Objects:Cockle_Description],Fish,-4,50,-300,False,718,True,True,False,"color_dark_gray,fish_crab_pot,fish_has_roe,fish_ocean,forage_item,forage_item_beach"
719,Mussel,[LocalizedText Strings\Objects:Mussel_Name],[LocalizedText Strings\Objects:Mussel_Description],Fish,-4,30,-300,False,719,True,True,False,"color_gray,fish_crab_pot,fish_has_roe,fish_ocean,forage_item,forage_item_beach"
720,Shrimp,[LocalizedText Strings\Objects:Shrimp_Name],[LocalizedText Strings\Objects:Shrimp_Description],Fish,-4,60,-300,False,720,True,True,False,"color_pink,fish_crab_pot,fish_has_roe,fish_ocean,fish_upright"
721,Snail,[LocalizedText Strings\Objects:Snail_Name],[LocalizedText Strings\Objects:Snail_Description],Fish,-4,65,-300,False,721,True,True,False,"color_yellow,fish_crab_pot,fish_freshwater,fish_has_roe,fish_upright"
722,Periwinkle,[LocalizedText Strings\Objects:Periwinkle_Name],[LocalizedText Strings\Objects:Periwinkle_Description],Fish,-4,20,-300,False,722,True,True,False,"color_cyan,fish_crab_pot,fish_freshwater,fish_has_roe,fish_upright"
723,Oyster,[LocalizedText Strings\Objects:Oyster_Name],[LocalizedText Strings\Objects:Oyster_Description],Fish,-4,40,-300,False,723,True,True,False,"color_gray,fish_crab_pot,fish_has_roe,fish_ocean,fish_upright,forage_item,forage_item_beach"
724,Maple Syrup,[LocalizedText Strings\Objects:MapleSyrup_Name],[LocalizedText Strings\Objects:MapleSyrup_Description],Basic,-27,200,20,True,724,True,True,False,"color_brown,syrup_item"
725,Oak Resin,[LocalizedText Strings\Objects:OakResin_Name],[LocalizedText Strings\Objects:OakResin_Description],Basic,-27,150,-300,False,725,True,True,False,"color_green,syrup_item"
726,Pine Tar,[LocalizedText Strings\Objects:PineTar_Name],[LocalizedText Strings\Objects:PineTar_Description],Basic,-27,100,-300,False,726,True,True,False,"color_brown,syrup_item"
727,Chowder,[LocalizedText Strings\Objects:Chowder_Name],[LocalizedText Strings\Objects:Chowder_Description],Cooking,-7,135,90,False,727,True,True,False,"color_white,food_soup"
728,Fish Stew,[LocalizedText Strings\Objects:FishStew_Name],[LocalizedText Strings\Objects:FishStew_Description],Cooking,-7,175,90,False,728,True,True,False,"color_gray,food_seafood,food_soup"
729,Escargot,[LocalizedText Strings\Objects:Escargot_Name],[LocalizedText Strings\Objects:Escargot_Description],Cooking,-7,125,90,False,729,True,True,False,color_gray
730,Lobster Bisque,[LocalizedText Strings\Objects:LobsterBisque_Name],[LocalizedText Strings\Objects:LobsterBisque_Description],Cooking,-7,205,90,False,730,True,True,False,"color_white,food_seafood,food_soup"
731,Maple Bar,[LocalizedText Strings\Objects:MapleBar_Name],[LocalizedText Strings\Objects:MapleBar_Description],Cooking,-7,300,90,False,731,True,True,False,"color_brown,food_bakery,food_sweet"
732,Crab Cakes,[LocalizedText Strings\Objects:CrabCakes_Name],[LocalizedText Strings\Objects:CrabCakes_Description],Cooking,-7,275,90,False,732,True,True,False,"color_brown,food_seafood"
733,Shrimp Cocktail,[LocalizedText Strings\Objects:ShrimpCocktail_Name],[LocalizedText Strings\Objects:ShrimpCocktail_Description],Cooking,-7,160,90,False,733,True,True,False,"color_pink,food_seafood"
734,Woodskip,[LocalizedText Strings\Objects:Woodskip_Name],[LocalizedText Strings\Objects:Woodskip_Description],Fish,-4,75,10,False,734,True,True,False,"color_orange,fish_has_roe,fish_pond,fish_secret_pond,season_all"
742,Haley's Lost Bracelet,[LocalizedText Strings\Objects:HaleysLostBracelet_Name],[LocalizedText Strings\Objects:HaleysLostBracelet_Description],Quest,0,0,-300,False,742,True,True,False,
745,Strawberry Seeds,[LocalizedText Strings\Objects:StrawberrySeeds_Name],[LocalizedText Strings\Objects:StrawberrySeeds_Description],Seeds,-74,0,-300,False,745,True,True,False,
746,Jack-O-Lantern,[LocalizedText Strings\Objects:JackOLantern_Name],[LocalizedText Strings\Objects:JackOLantern_Description],Crafting,-8,0,-300,False,746,True,True,False,color_orange
747,Rotten Plant,[LocalizedText Strings\Objects:RottenPlant_Name],[LocalizedText Strings\Objects:RottenPlant_Description],Basic,-20,0,-300,False,747,True,True,False,color_copper
748,Rotten Plant,[LocalizedText Strings\Objects:RottenPlant_Name],[LocalizedText Strings\Objects:RottenPlant_Description],Basic,-20,0,-300,False,748,True,True,False,color_copper
749,Omni Geode,[LocalizedText Strings\Objects:OmniGeode_Name],[LocalizedText Strings\Objects:OmniGeode_Description],Basic,0,0,-300,False,749,True,True,False,color_gray
750,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Ugly_Description],Litter,-999,0,-300,False,750,True,True,False,
751,Stone,[LocalizedText Strings\Objects:CopperStone_Name],[LocalizedText Strings\Objects:CopperStone_Description],Litter,-999,0,-300,False,751,True,True,False,
760,Stone,[LocalizedText Strings\Objects:Stone_Node_Name],[LocalizedText Strings\Objects:Stone_Node_Description],Litter,-999,0,-300,False,760,True,True,False,
762,Stone,[LocalizedText Strings\Objects:Stone_Node_Name],[LocalizedText Strings\Objects:Stone_Node_Description],Litter,-999,0,-300,False,762,True,True,False,
764,Stone,[LocalizedText Strings\Objects:GoldStone_Name],[LocalizedText Strings\Objects:GoldStone_Description],Litter,-999,0,-300,False,764,True,True,False,
765,Stone,[LocalizedText Strings\Objects:IridiumStone_Name],[LocalizedText Strings\Objects:IridiumStone_Description],Litter,-999,0,-300,False,765,True,True,False,
766,Slime,[LocalizedText Strings\Objects:Slime_Name],[LocalizedText Strings\Objects:Slime_Description],Basic,-28,5,-300,False,766,True,True,False,"color_gray,slime_item"
767,Bat Wing,[LocalizedText Strings\Objects:BatWing_Name],[LocalizedText Strings\Objects:BatWing_Description],Basic,-28,15,-300,False,767,True,True,False,color_black
768,Solar Essence,[LocalizedText Strings\Objects:SolarEssence_Name],[LocalizedText Strings\Objects:SolarEssence_Description],Basic,-28,40,-300,False,768,True,True,False,color_yellow
769,Void Essence,[LocalizedText Strings\Objects:VoidEssence_Name],[LocalizedText Strings\Objects:VoidEssence_Description],Basic,-28,50,-300,False,769,True,True,False,color_purple
770,Mixed Seeds,[LocalizedText Strings\Objects:MixedSeeds_Name],[LocalizedText Strings\Objects:MixedSeeds_Description],Seeds,-74,0,-300,False,770,True,True,False,
771,Fiber,[LocalizedText Strings\Objects:Fiber_Name],[LocalizedText Strings\Objects:Fiber_Description],Basic,-16,1,-300,False,771,True,True,False,"color_green,seedmaker_banned"
772,Oil of Garlic,[LocalizedText Strings\Objects:OilofGarlic_Name],[LocalizedText Strings\Objects:OilofGarlic_Description],Cooking,-7,1000,80,True,772,True,True,False,"color_yellow_green,potion_item"
773,Life Elixir,[LocalizedText Strings\Objects:LifeElixir_Name],[LocalizedText Strings\Objects:LifeElixir_Description],Cooking,-7,250,80,True,773,True,True,False,"color_dark_pink,potion_item"
774,Wild Bait,[LocalizedText Strings\Objects:WildBait_Name],[LocalizedText Strings\Objects:WildBait_Description],Basic,-21,15,-300,False,774,True,True,False,
775,Glacierfish,[LocalizedText Strings\Objects:Glacierfish_Name],[LocalizedText Strings\Objects:Glacierfish_Description],Fish,-4,1000,10,False,775,True,True,False,"color_blue,fish_has_roe,fish_legendary,fish_upright"
